sentence_id,span_start,span_end,span_tokens,category,failure_mode,notes,context
3436,36,36,pool,ortografia_lexical,,,"Como é o caso de muitos animais de estimação que parecem mais palhaços fantasiados com suas unhas e seus pelos pintados , roupas coloridas e enfeites que incomodam , e tudo isso segundo seus donos em pool prol da beleza , mas sem sequer se preocupar se isso seria alo se algo de que o animal iria gostar ."
3771,27,29,para o agravamento,colocacao_pronominal,,,O nível educacional de maneira geral e particularmente quanto ao trânsito do povo brasileiro não é lá essas coisas e também é um forte fator de contribuição para o agravamento .
1171,75,76,ocasionando em,ortografia_lexical,,,"É através desses sentimentos que somos impulsionados à a certas atitudes incontroláveis , como por exemplo a raiva , ódio , inveja , ciúmes que levam o ser humano a cometer vários deslizes comportamentais e até mesmo levando-os a cometer delitos criminais ocasionando várias conseqüência negativas e psicológicas , que no homem , o mais recriminado é o "" machismo "" que é um sentimento de superioridade masculina com que nos deparamos até hoje , ocasionando em provocando vários conflitos familiares e até mesmo nas escolas e nas ruas ."
894,17,50,"logo , as paixões encontram-se dentre o segundo caso ; ama-se por que há uma necessidade para isto , logo amamos por que precisamos disso e reduze-se assim o amor em amor próprio .",concordancia_nominal,,,"Já Schopenhauer aprofunda o assunto : diz que só há a compaixão e o amor próprio ; logo , as paixões encontram-se dentre o segundo caso ; ama-se por que há uma necessidade para isto , logo amamos por que precisamos disso e reduze-se assim o amor em amor próprio . Há muitas possibilidades de exemplificação do que já foi dito : o caso da moça Eloá , morta aos 15 anos por seu namorado , Lindemberg , que cria-se apaixonado por ela , e assim justificou seu assassínio , é uma delas ."
1090,13,13,agressão,ortografia_acento,,,"Primeiramente , é necessário diferenciar claramente o que é palmada do que é agressão , agressão : há pais que agridem seus filhos tanto moralmente quanto fisicamente moral quanto fisicamente , buscando uma forma de extravasar ódio e raiva ."
572,18,18,desmoralidade,ortografia_lexical,,,"Entre esses dois pontos percebe-se o nível de diferença do ponto de vista , de um lado a desmoralidade , de outro a normalização ."
3589,13,15,"conquistadas , reivindicações",sintatico_discursivo,,,"Transformações mais efetivas na vida social dos brasileiros ainda estão distantes de serem conquistadas , reivindicações conquistadas ."
42,13,15,"infância , isto",sintatico_discursivo,,,"O homem , por sua vez , começa a prática desse ato na infância , isto é acarretado pelo fato da criança declarar uma inverdade para evitar punições por más ações ."
793,17,17,enfraquece,ortografia_lexical,,,"O desrespeito ao meio ambiente ambiente , a concupscência concupiscência de acumular riquezas e o consumo desnecessário enfraquece enfraquecem a verdadeira riqueza do país que tem por sua gestão o lema ""País rico é país sem pobreza"" , como é que a economia irá se desenvolver sem matéria prima , terão que importar produtos de outros países gastando o ganho da exploração dos nossos recursos e encarecendo os produtos internos comercializados ."
3049,8,14,para que ocorra muitas modificações no ambiente,concordancia_nominal,,,"Os própios seres humanos estão gerando vários fatores para que ocorra muitas modificações no ambiente , ao invés de amenizarem esses trantornos colabaram para o seu aumento , prejudicando a população e ao mundo , há formas de ser amenizado tudo isso , ao invés de utilizarmos as máquinas deveríamos optar por funções manuais , obtendo assim , um desempenho melhor no quadro dessas modificações ."
10,23,23,subjulgar,ortografia_lexical,,,"Mas que tipo de amor é esse que se transforma em obceção ; pois o que se quer , no fundo , é subjulgar a pessoa , que se diz amar ."
1684,10,10,estes,ortografia_lexical,,,Tal dificuldade provem provém da ausência de incentivos para que estes eles aprimorem essa habilidade .
194,11,11,vem,ortografia_lexical,,,"As irregularidades das chuvas continuam impedindo a recuperação dos reservatórios que vem vêm diminuindo desde 2012 e acabou acabaram por ficar em seu limite neste ano , como é o caso da Cantareira Cantareira , que tem apenas 5% de seu potencial total ."
2017,3,3,na,sintatico_discursivo,,,"O clima influencia na a produção agrícola , como consequência , o aquecimento global - fator preocupante - diminuiria a produção , a transgênese interfere com espécies de plantas que enfrentam as mudanças climáticas ."
1085,10,12,ambas as idades,concordancia_nominal,,,"Hoje é comum de se ouvir entres as pessoas de ambas as idades , que os cursos a distancia distância são muito bons e que graças há esta a essa tecnologia hoje pode se ter um curso universitário e um diploma em mãos , e que só assim poderemos almejarmos realizarmos os nossos sonhos , o de ser mais um cidadão com o seu espaço adquirido perante a sociedade , pois é muito bom ser rico de conhecimento e cultura ."
2111,22,25,que os mesmos mereciam,concordancia_nominal,,,"É claro que ela está infeliz e triste , o mesmo ocorre com os idosos que não possuem o respeito necessário e que os mesmos mereciam merecido , afinal , foram eles que começaram a formar a sociedade e que hoje está apenas se evoluindo ."
2722,12,13,"defesa ,",ortografia_lexical,,,"A justificativa de uma ação de vingança á como um ato de defesa , defesa dificilmente virá munida de argumentos suficientes para embasar de forma consistente o que é relatado ."
1614,7,8,possa sim,ortografia_lexical,,,"Enfim que a classe de baixa renda possa sim possa , sim , ter a oportunidade de ter descontos em muitas coisas , pois tem o direito de poder usufluir sim usufruir , sim das coisas que o pais país oferece ."
863,37,37,Transito,ortografia_lexical,,,"Um projeto para melhorar esse problema já está sendo executada , executado : a duplicação da ponte sobre o rio Itacaiúnas e da rodovia transamazônica ainda não foi concluída , mas melhorou em 60% o fluxo do Transito trânsito na cidade ."
522,12,16,chega em casa do labor,sintatico_discursivo,,,"A concepção hodierna de homem não é mais a do ser que chega em casa do labor chega do labor , aguardando ser recebido em casa por uma esposa e casa linda , esposa linda , com um jantar impecável pronto e chinelos na porta ."
2859,5,7,"motoristas , serão",sintatico_discursivo,,,"Transtornos gerados a comerciantes e motoristas , serão motoristas serão discutidas até se alcançarem soluções ."
2869,6,17,a esse pensamento um ser de caráter perfeito sem maldade nem malícia,concordancia_verbal,,,O conceito de herói leva justamente a esse pensamento um ser de caráter perfeito sem maldade nem malícia .
420,0,0,Ela,ortografia_lexical,,,Ela é uma operação indolor que pode ocorrer através da autorização dos familiares ou simplesmente pela deliberação dos funcionários superiores do hospital .
695,12,12,delongam,ortografia_lexical,,,"São homens e mulheres que põem o casamento em segundo plano e delongam os anos de convivência familiar porque , na maioria das vezes , não querem abandonar o conforto que possuem vivendo com os pais ."
2611,3,4,sócios econômicos,ortografia_lexical,,,Faltaram os projetos sócios econômicos socioeconômicos .
1276,25,27,e a vista,colocacao_pronominal,,,"A obesidade nos Estados Unidos tem um índice mais alto , por causa das redes de Fast-Food localizada fast-food localizadas nos centros das cidades , e a vista e a visualização desses alimentos gordurosos chama a atenção da população para uma vida menos saudável , chegando a causar até o sedentarismo ."
967,9,9,as,crase_preposicao,,,"Porque uma parte das vagas fica restrita , e as vezes as mesmas nen são preenchidas pelos alunos beneficiados , e é desleal a diferença da nota de corte ."
956,4,19,"´´ divisor de água´´ é a relação entre pais e filhos , cuja tende a piorar",concordancia_verbal,,,"No momento o grande ´´ divisor de água´´ é a relação entre pais e filhos , cuja tende a piorar ."
761,23,23,ultimas,ortografia_lexical,,,"Castigar fisicamente crianças como forma de educar-las educá-las é uma pratica prática adotada por milhares de anos pelas sociedades humanas , mas nas ultimas últimas décadas este esse método vem sendo questionado sua eficaz e banido até mesmo através de leis governamentais ."
438,9,10,"natureza ,",ortografia_lexical,,,"O cientificismo que determina o homem como agressivo por natureza , natureza não deve ser visto como uma desculpa para seus atos os atos dele , mas sim como um caminho para que autoridades construam um país menos machista , onde a resolução de problemas pela violência não encontre aceitação pela sociedade ."
2012,35,35,pode,ortografia_lexical,,,"A criminalidade infantil está aumentando diariamente , por conta da falta de estrutura familiar e de incentivos à prática de esportes , causando grandes problemas para os cidadãos que , diante da situação , nada pode podem fazer , visto que a lei brasileira não permite que crianças com menos de 12 anos sejam presas , ou tome recebam qualquer pena ."
2018,5,6,corpo mais,ortografia_lexical,,,"Se a mulher mostra seu corpo mais corpo , mas de maneira adequada , não sofrerá assédios , pois , a pois a educação e o respeito a si próprio , muda própria mudam sua postura ."
1859,41,42,e também,ortografia_lexical,,,"Porém , a legislação brasileira não deve estar ao dispor de interesses capitalistas de empresas parceiras da FIFA ou de qualquer outra instituição , sobretudo quando se trata da saúde e e da segurança dos tanto dos filhos de sua soberania e também quanto dos visitantes de todo o mundo ."
570,14,18,e isso dentro dessa família,sintatico_discursivo,,,"Levando em consideração que vários pais criam seus filhos dando "" selinhos "" , e isso dentro dessa família o que para eles se torna algo perfeitamente normal , pode-se julgar que não há problema nenhum , mas o problema só não existe para as pessoas que conhecem a família e sabem que não há maldade nesse ato ."
3127,20,20,e,sintatico_discursivo,,,"Devemos nós nos aprofundar e estabelecer um compromisso de ambos os lados , para a melhor comunicação com os alunos e e , assim , saber o que esta está acontecendo em sua vida , os problemas , as dúvidas , achando assim uma forma de ajudar esse aluno ."
574,9,18,tirar a venda da hipocrisia que nos impede de enxergar,sintatico_discursivo,,,"É tempo de mudar , renovar os pensamentos e tirar a venda da hipocrisia que nos impede de enxergar ."
380,6,6,selinhos,ortografia_lexical,,,"Também há pessoas que sempre recusam selinhos "" selinhos "" , mesmo de quem gostam muito , porque seus pais proíbem a criança ."
2291,4,4,esta,ortografia_lexical,,,"Para algumas pessoas , esta essa proibição retrata significa grande invasão do governo na vida privada , mas , para outras , o diálogo é a melhor maneira de se educar , sendo a violência desnecessária e a lei correta ."
3019,15,15,tolerava,ortografia_lexical,,,"Desde tempos antigos , onde quando o Brasil ainda era escravista , já não se tolerava toleravam cultos de religiões africanas nos engenhos ."
309,16,16,esta,ortografia_lexical,,,"Logo , a criança brasileira cresce vendo os pais e sua família se alcoolizando , guardando esta essa imagem como um exemplo a seguir ."
1153,7,8,mega evento,ortografia_lexical,,,"Sabe-se que para a realização de um mega evento megaevento , como a Copa do Mundo , é necessária uma infraestrutura de primeiro mundo , e o Brasil , país do futebol , é o próximo a receber o grandioso espetáculo da FIFA ."
3816,39,39,iram,ortografia_lexical,,,"É importante que os casamento casamentos de abuso seja sejam responsabilidade civil , penal e administrativa , pois não deixa deixam de ser crime e e , se ficar apenas na responsabilidade da Universidade universidade , os problemas não iram irão diminuir expressivamente ."
1289,25,25,humana,sintatico_discursivo,,,"Dessa forma , enquanto perdurar nossa insensibilidade e desprezo pelo que prevê a lei maior em seu artigo quinto e somarmos a ele mais sensibilidade humana humana , seremos uma sociedade de normas falhas falhas , incapazes de resolver problemas da qual sabemos a solução mais cuja solução sabemos , mas insistimos em ignorar ."
1982,35,35,e,sintatico_discursivo,,,"Apesar de ser considerada uma droga , a maconha é natural e nunca causou mortes , ao contrário de do cigarro e da bebida , que mata matam mais de 200 mil pessoas por ano e e , ainda assim , estão estampados em todo o mundo ."
914,3,3,às,crase_preposicao,,,"Daqui para frente às coisas vão piorar a cada dia , pois nossa sociedade vai ser sempre a mesma , nada mais vai mudar e milhares de bairros se tornaram favela por causa da marginalidade ."
3750,18,18,vem,concordancia_verbal,,,"O que antes era O estudo , antes apenas praticado por ricos , hoje em dia os estudos vem vem atingindo qualquer tipo de classe social ."
679,3,3,contexto,sintatico_discursivo,,,"Com base nesse contexto contexto , deve-se analisar que os trotes trotes , quando passa passam do limite do bom senso deve ser considerado senso , devem ser considerados crime ."
1935,35,35,no,ortografia_lexical,,,"Analisando , por instância , a sociedade brasileira , é possível afirmar que as demonstrações de desonestidade e covardia ética na política fizeram com que o povo passasse a descrer nos dos próprios políticos e no do semelhante e na da capacidade de mudar a realidade social por meio da política ."
2237,5,5,esta,ortografia_lexical,,,"A maioria dos pais veem esta essa situação como algo normal , permitindo que eles bebam dentro de casa , porém não pensam que eles mesmo podem se tornar vitimas deste vicio , mesmos podem se tornar vítimas desse vício , pois o álcool é o principal causador de mortes no trânsito , estupro e agressões , tanto fisicas quanto verbais ."
3040,14,16,"Desta forma ,",sintatico_discursivo,,,"O papel da escola é de suma importância na formação lingüística do indivíduo . Desta forma , indivíduo , pois cabe a ela ensinar a norma culta da língua ."
1065,13,16,"verdadeira , a notícia",sintatico_discursivo,,,"Parece mais um roteiro de filme de ficção científica , porém , é verdadeira , a notícia verdadeira a notícia de que uma empresa estaria recrutando pessoas para ir ao planeta Marte e não voltar mais ."
1956,29,30,resultados e,ortografia_lexical,,,"É preciso que todos se conscientizem e faça façam a sua parte em vez de ficar procurando quem é o culpado , pois governo e população unidos trariam grandes resultados e resultados , evitariam grandes estragos e altos custos em ter que construir centenas de casas , reconstruírem cidades e muitas pessoas não perderiam seus familiares ."
3743,0,0,A,crase_preposicao,,,"A Há várias formas das de as pessoas próximas , expressar expressarem o quanto gostam uma s das outras , e algumas , de forma carinhosa , dão um selinho "" selinho "" ."
3508,0,12,"È possível sim ter um pais que existe várias diferenças , a base",concordancia_verbal,,,"È possível sim ter um pais que existe várias diferenças , a base É possível , sim , haver um país em que existem várias diferenças ."
972,0,21,O que aconteceria então com essas estatísticas se o efeito potencializador da bebida fosse empregado sobre os efeitos já nocivos da maconha,concordancia_nominal,,,O que aconteceria então com essas estatísticas se o efeito potencializador da bebida fosse empregado sobre os efeitos já nocivos da maconha .
1946,26,26,observar,sintatico_discursivo,,,"Outro dia uma mãe reclamava que a educação do colégio do seu filho não prestava e que os professores não ensinavam bem , só que ao observar observar-se a situação profundamente , foi constatado que o menor sempre faltava a à escola e quando chegava em a casa não pegava mais nos livros para estudar ."
1591,0,22,"Porém , as pessoas acabam esquecendo de um dos maiores perigos a que estão sujeitas na internet : o contato com desconhecidos .",concordancia_verbal,,,"Porém , as pessoas acabam esquecendo de um dos maiores perigos a que estão sujeitas na internet : o contato com desconhecidos . Quando se conversa com alguém através de uma sala de bate-papo , é impossível saber se a pessoa está falando a verdade ou não , e , assim , muitos jovens acabam se deixando seduzir por seus "" novos amigos "" e acabam sofrendo graves conseqüências , como , em certos casos , a morte ."
3377,0,1,O selinho,colocacao_pronominal,,,"O selinho "" selinho "" é , na maioria das vezes , uma demonstração de afeto e carinho , nas famílias e entre os amigos ."
2283,0,11,"Mas por outro lado , essa boa ação tem sido prejudicial .",concordancia_verbal,,,"Mas por outro lado , essa boa ação tem sido prejudicial . Pois o urânio enriquecido se transforma em produto perigoso a o contato com ser humano , podendo provocar acidentes ."
1230,53,53,vários,sintatico_discursivo,,,"Os estudantes foram maus educados mal-educados chamando a estudante Geisy de garota de programa alem além de maus educados mal-educados foram muito preconceituosos porque até mesmo uma prostituta tem o direito de ter uma profissão uma vida digna , logico lógico agora a Geisy ta está colhendo o fruto desse escândalo participando de vários vários programas de televisão ."
531,15,15,acaba,ortografia_lexical,,,"todosmentiros seres humanos incondicionalmente precisam , mas quando este recurso é usado de forma exarcebada acaba se tornando uma doença ou um distúrbio de caráter moral ."
566,14,16,"verdade , e",sintatico_discursivo,,,"Entretanto , não aprovamos as aitudes do mentiroso habitual , que propositalmente falsea a verdade , e , com base na mentira busca uma autoafirmação doentia , tanto afetiva como financeira e política , completamente preducial aos outros ."
10,11,11,obceção,ortografia_acento,,,"Mas que tipo de amor é esse que se transforma em obceção ; pois o que se quer , no fundo , é subjulgar a pessoa , que se diz amar ."
1300,18,19,entenderem sem,ortografia_lexical,,,"Vivemos em um país democrático , onde as pessoas possuem o livre arbítrio para fazerem o que bem entenderem sem lógico que afete outra pessoa , dentro da lei ."
1228,20,20,de,ortografia_lexical,,,"Geralmente , o "" saber "" quando todos nós morreremos se faz importante porque , porque traz consigo a reflexão de sobre a efemeridade da vida , de sobre como a vivemos , etc ."
710,10,10,ela,ortografia_lexical,,,"A vantagem reside na certeza de que tudo o que ela ele identifica como injustiça , representada na fruição de alegrias , benesses , vitórias imerecidas , pelos seus inimigos ou rivais irá ser aniquilado ao mesmo tempo que sua própria vida ."
2635,32,33,das vezes,ortografia_lexical,,,"A pressão política é necessária , é o ponto positivo de que algo esta está sendo feito e que não vai ficar só no papel , porque a impunidade encoraja , muitas das vezes muitas vezes , a prática da violência ."
3414,8,8,Seria,ortografia_lexical,,,"O que caracteriza o envelhecimento do homem ? Seria Seriam as condições físicas , que com o passar dos anos se tornam : andar lento , voz cansada , rosto enrugado , corpo decaido decaído , ou simplesmente o fato de se ter atingido uma certa idade ?"
1618,10,10,comprida,ortografia_lexical,,,Necessitamos de leis mais severas e que a punição seja comprida cumprida .
3273,15,15,comercializantes,ortografia_lexical,,,"Esta seria uma decisão que beneficiaria apenas as indústrias farmacéuticas , os fabricantes e os comercializantes dessa droga ."
750,6,9,relevantes como se a,sintatico_discursivo,,,"Nesse caso existem aspectos que são relevantes como se a pessoa busca um companheiro ou é um modo de irritar a família , ou até mesmo um modo de suprir suas carências afetivas ."
2834,0,18,"No entanto , vários problemas psicológicos podem-se acarretar ainda criança , onde não há uma formação específica da personalidade",concordancia_verbal,,,"No entanto , vários problemas psicológicos podem-se acarretar ainda criança , onde não há uma formação específica da personalidade Devido a essas violências , muitos problemas psicológicos podem ser provocados nas crianças , pois estas não estão com a personalidade totalmente formada ."
263,3,6,uma geração de momentos,sintatico_discursivo,,,"Entretanto , trará uma geração de momentos momentos que ficarão para a história brasileira ; as torcidas proeminentes serão relembradas pelos meios de comunicação ."
2425,11,11,esta,ortografia_lexical,,,"Mas o que dizer quando jovens querem viver "" intensamente "" esta essa fase e extrapolam em suas diversões ?"
436,22,25,combate à tais políticas,sintatico_discursivo,,,"Somado à falta de competência regulamentar e de bom senso governamental , no trato do assunto , criou-se uma verdadeira atmosfera de combate à tais políticas afirmativas relegando o questionamento principal ( inclusão social ) a segundo plano ."
2033,3,18,"um país com quase metade de sua população negra , somente 2% esteja nas universidades .",sintatico_discursivo,,,"É inaceitável que um país com quase metade de sua população negra , somente 2% esteja nas universidades . A política de cotas no Brasil é uma maneira de introduzir os negros nas universidades ."
1259,10,10,sim,ortografia_lexical,,,"A falta de cultura limita muito conhecimento , mas ainda sim assim tem o entendimento que a morte de Bin Laden não foi correta , não deixou com a consciência limpa quando foi praticado , simplimente simplesmente acarretou um peso que irão carregar nas costas que não permite ficar com a alma limpa ."
3170,34,35,"XXI ,",ortografia_lexical,,,"As visões do meio familiar em relação a à mudança dos casais homem e mulher para a agregação dos casais homoafetivos é mais aceitável na geração em que vivemos do que antes do seculo XXI , entre os jovens XXI ."
1130,7,7,Porém,ortografia_acento,,,"Por enquanto mentir não é crime , Porém nossa consciência às vezez é mais cruel com nós mesmos do que qualquer castigo já conhecido pela humanidade ."
231,8,8,pêlos,ortografia_acento,,,"Hormônios fervendo no corpo , pele impregnada de pêlos pelos , emoções exacerbadas , aumento da responsabilidade , decisões profissionais , incompreendidos e agora alcoólatras ."
1500,40,40,extendida,ortografia_lexical,,,"À juventude pobre pobre , lhe é negado o acesso a direitos fundamentais , o que sustenta a criação de mecanismos para que possa realizar plenamente sua cidadania , como é o caso da meia-entrada , que poderia inclusive ser extendida estendida a todas as pessoas beneficiadas por programas sociais como o Bolsa Família ."
2538,28,28,a,crase_preposicao,,,"Por outro lado , os ambientalistas criticam as pesquisas , a industrialização e a comercialização desses organismos , dizendo que os mesmos trazem riscos a à saúde e a à biodiversidade , promovendo o aumento de alergias e até mesmo células cancerígenas no organismo dos seres humanos e causando a infertilidade dos solos , a solos e a criação de superpragas , levando o devido ao aumento anual de substâncias inseticidas ."
2211,41,43,filhos ou filhas,sintatico_discursivo,,,"Me parece Parece-me/Parece bizarro e até vergonhoso ver que , em um país onde a justiça não consegue prender nem os pedófilos espalhados por ele aí , perca perca-se tempo agora condenando as pessoas por darem "" selinhos "" em seus filhos ou filhas filhos , pelo simples fato de algumas pessoas acharem que existe apelo sexual neste tipo de comportamento ."
127,34,34,do,ortografia_lexical,,,"Os protestos que ocorreram tinham como propósito conscientizar a população sobre os possíveis maus-tratos aos animais que serviram como cobaia , porem porém tais movimentos tinham membros de grupos mau-intencionados mal-intencionados , como o do dos black blocs , infiltrados que utilizaram dos movimentos o movimento para dificultar a identificação de seus integrantes durante o ato de vandalismo que praticaram , fazendo ainda que o movimento perdesse sua credibilidade ."
1281,24,24,pela,sintatico_discursivo,,,"Ao Com o passar dos anos , as discussões sobre a aids veem vêm perdendo destaque , o que pode ser se dever tanto pela à utilização de drogas que prolongam a vida dos doentes , quanto pelo ao distanciamento da juventude atual a em relação à preocupação de com a prevenção ."
1424,21,21,essa,ortografia_lexical,,,"O FMI , juntamente com a própria União Européia Europeia , sob a liderança de Alemanha e França , tentam acabar essa com essa crise ."
1938,12,12,é,ortografia_acento,,,"É impossivel adivinhar o estado de espirito do motorista ao lado , é e por isso é melhor tomar uma atitude preventiva , pedir desculpas ao realizar alguma manobra arriscada sem a intençao de agredir outro motorista , evitar troca de olhares , seguindo para cara feia , gestos obscenos , palavroes ."
1798,29,29,à,crase_preposicao,,,"O castigo fisico vêm vem se tornando mais comum nas conversas entre crianças e adolescentes , mas com o novo projeto de lei que proibe proíbe o castigo fisico à a crianças e adolescentes , o cenário irá mudar completamente ."
611,23,23,uma,ortografia_lexical,,,"Com o passar do tempo , é inegável a tendência de que o individuo acumule experiência de vida , e com isso tenha uma maturidade maior para procurar decisões acertadas para suas escolhas , levando em consideração aquilo que já tenham vivenciado , ficaria claro que seria irrefutável que esta essa pessoa quanto mais velha , melhor se tornaria nas questões de relacionamento inter-pessoais interpessoais sobre tudo sobretudo amorosas , ; mas não é o que acontece , pois existem fatores importantes que controlam a maturidade , entre elas eles a personalidade , intensidade , os traumas emocionais e etc etc ."
132,1,2,incrivelmente assustador,ortografia_lexical,,,"É incrivelmente assustador quando o homem faz "" trocas de valores "" : inversão de prioridades ."
2322,4,4,vem,concordancia_verbal,,,Os avanços da medicina vem vêm nos ajudando muito para a eliminação das enfermidades do dia-dia dia a dia de todo ser humano .
457,7,9,"conturbado , isso",sintatico_discursivo,,,"O mês de outubro foi um mês conturbado , isso conturbado ."
548,35,40,"policiais e ""facilitar"" suas vidas .",sintatico_discursivo,,,"Também não podemos nos orgulhar dos recursos repassados para este setor que vem sendo menor do que o necessário necessário , o que acaba facilitando para o tráfico , que muitas vezes consegue corromper os policiais e ""facilitar"" suas vidas ."
889,15,17,"cotidiano , geram",sintatico_discursivo,,,"É evidente , portanto , que sociedades intimamente dispostas a aderirem ao ciclismo em seu cotidiano , geram cotidiano geram um ambiente mais satisfatório ."
463,14,15,se é,concordancia_verbal,,,"É importante que se tenha postura de ambas as partes , de tal forma se é é cumprido o tão utópico lema ""Ordem e progresso"" ."
3692,28,30,"feito , o",colocacao_pronominal,,,"Também deveria haver uma maior fiscalização e conscientização dos candidatos ao exibir suas propostas e tentar para tentarem oferecer aquilo que , se eleito , possa realmente ser feito , o feito ."
349,21,22,idade .,ortografia_lexical,,,"Hoje o álcool é encontrado em qual quer qualquer lugar e vendido para qual quer qualquer pessoa , independente de sua idade ."
709,2,2,nao,ortografia_lexical,,,"Apesar de nao não existir uma lei que possa punir o terrorismo , o brasil Brasil tem crescido muito em segurança publica pública , um dos exemplo mais conhecido exemplos mais conhecidos é a chegada da policia polícia pacificadora nos morro na cidade do rio de janeiro e outros estado morros da cidade do Rio de Janeiro e de outros Estados ."
352,0,29,"Com mentiras , criaram-se motivos para guerras e tratados de paz ; no plano interpessoal , são constantemente utilizadas pelas pessoas , demonstrando quanto ela está presente no cotidiano .",concordancia_verbal,,,"Com mentiras , criaram-se motivos para guerras e tratados de paz ; no plano interpessoal , são constantemente utilizadas pelas pessoas , demonstrando quanto ela está presente no cotidiano . A mentira revela uma certa fraqueza humana em lidar com a realidade ."
434,18,18,seu,ortografia_lexical,,,"Devemos resistir a vontade de vingar-nos vingança e devemos expressar amor , não se nos alegrando quando o seu nosso inimigo fracassa ."
2924,42,44,"defende , levando",sintatico_discursivo,,,"A imprensa no Brasil é livre para investigar , opinar , e publicar o que quiser , muitas vezes cometendo excessos ou pendendo para um dos lados do tema abordado , sem considerar as opiniões contrarias contrárias ao tema que a mídia defende , levando defende ."
2331,14,14,significância,ortografia_acento,,,"O lançamento deste desse projeto tem gerado muita polêmica , porém é de grande significância que os governantes busquem alternativas quanto aos menores que consome consomem drogas e pratica crime praticam crimes sem menhum juízo de valor ou interdição ."
556,17,17,alagoas,sintatico_discursivo,,,"Por conta disso houve grandes rebeliões e fugas , esta o que resultou na formação , em alagoas Alagoas , do maior quilombo do Brasil , Palmares , seu ícone Zunbi cujo maior ícone foi Zumbi ."
1435,31,31,tem,ortografia_lexical,,,"A defamação difamação e as calunias calúnias não fazem parte do jonalismo jornalismo , os meios de comunicação devem possuir responsabilidade ao divulgar determinadas noticias notícias , mostrar fatos reais , tem pois têm um dever com a sociedade e cabe a ela eles a responsabilidade de divulgar as informações ."
2449,36,36,nao,ortografia_lexical,,,"Nas escolas e até no trabalhos deve ter palestras educativas a respeito do lixo , mostrando como os catadores de lixo sofrem com a nossa irresponsabilidade , e se continuar assim daqui a uns 30 anos nao não vai mais haver lugar para construir lixões pela cidade ."
3189,24,24,adultos,sintatico_discursivo,,,"Hoje , com pouco mais de vinte e um anos , é um maior cuidando de menores e e , assim como os nossos adultos adultos , com pouca eficácia ."
2383,36,38,chuvas e embora,sintatico_discursivo,,,"Neste último episódio que ocorreu na área serrana do Rio de Janeiro , acometendo principalmente Teresópolis e Nova Friburgo , autoridades afirmaram que a catástrofe se deve ao foi decorrente do nunca antes visto volume de chuvas e embora chuvas ."
152,23,30,associados que uma pessoa que sofre com o,sintatico_discursivo,,,"Depressão , ansiedade , estresse , perda de auto-estima , problemas de relacionamento , abuso de drogas e álcool são os principais problemas associados que uma pessoa que sofre com o pelos quais a vítima do "" bullying "" pode passar ."
3516,14,14,parece,ortografia_lexical,,,"Esse conflito é vivenciado também no ambiente escolar , educadores pois educadores e alunos parece parecem não se entenderem , uma vez que os jovens , influenciados pelas divergências familiares , adotam atitudes passivas quanto aos estudos ."
3345,26,28,", e o",colocacao_pronominal,,,"O primeiro tem como grande protagonista principal representante os Estados Unidos e fez uma grande estátua como marco desde processo que nomeou como Estátua da Liberdade , e o Liberdade ."
3005,6,6,de,ortografia_lexical,,,"Outro fator decorrente do fácil acesso de ao crédito é o aumento nas taxas e e nos juros cobrados pelas instituições financeiras , que se utilizam deste desse quadro para diminuir os prejuízos dos endividados e obter lucro dos novos consumidores ."
3368,35,36,passará por,ortografia_lexical,,,"O trote nas Universidades , serve universidades serve como uma forma de integração entre calouros e veteranos , em que os novatos deveriam ser recebidos de forma a se familiarizar com o ambiente em que passará por passarão um certo período da vida ."
865,0,21,"Está comprovado cientificamente que as brigas e discussões entre as gerações se dão , principalmente , por se tratarem de culturas diferentes",concordancia_verbal,,,"Está comprovado cientificamente que as brigas e discussões entre as gerações se dão , principalmente , por se tratarem de culturas diferentes , em um mundo completamente tecnológico e informatizado , onde as pessoas conhecem cada vez mais seus direitos ."
2018,18,20,"pois , a",colocacao_pronominal,,,"Se a mulher mostra seu corpo mais corpo , mas de maneira adequada , não sofrerá assédios , pois , a pois a educação e o respeito a si próprio , muda própria mudam sua postura ."
1931,9,26,seria a gramática cheia de normas desnecessárias ou a comunicação seria afetada pela falta ou desvios dela ?,sintatico_discursivo,,,"Muitos discutem sobre a real utilidade da gramática : seria a gramática cheia de normas desnecessárias ou a comunicação seria afetada pela falta ou desvios dela ? De fato , a língua portuguesa é repleta de jeitos de falar ; é comum perceber as pessoas com novas palavras , novas gírias , muitas vezes fugindo das regras gramaticais ."
666,2,3,contra a,colocacao_pronominal,,,"Sou totalmente contra a contra qualquer tipo de aborto , exceto às quais correm nos casos em que a mulher corre risco de vida ."
986,13,13,encontram,ortografia_lexical,,,"Referente à capacidade de interpretar textos textos , a maioria dos brasileiros se encontram encontra aquém do ideal , tal ideal ."
3662,17,21,suas limitações devido sua idade,sintatico_discursivo,,,"Na cidade na qual ficamos , minha avó , uma baiana "" arretada "" , já com suas limitações devido sua idade as limitações da idade , sempre fazia dezenas de perguntas a à mesma pessoa , a qual respondia com uma serenidade de dar espanto - nem eu , neto dela , teria tanta paciência para responder as questões levantadas pela minha acompanhante da terceira idade !"
2733,7,7,presidenta,ortografia_lexical,,,"Por fim , como dito pela primeira presidenta presidente do país : ""Sim , a mulher pode ! "" ."
